index,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,comment_box,verify_relationship,verify_relationship:confidence,orig__golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id,verify_relationship_gold,verify_relationship_gold_reason
1026,770956399,FALSE,finalized,5,8/15/2015 2:13,"



",no_relation,0.803,,D001262,atenolol,D001145,arrhythmia,"We investigated prospectively the arrhythmia incidence in 244 patients with AMI receiving alteplase and a double-blind randomized adjunctive therapy with intravenous atenolol, alinidine, or placebo.",,8124790,8124790_D001262_D001145,8124790_2,bcv_sentence_task_befree_473,,
1027,770956400,FALSE,finalized,5,8/14/2015 20:30,"



",no_relation,1,,C022192,alinidine,D054537,atrioventricular block,Atenolol and alinidine significantly decreased the basic heart rate without causing more sinus arrest or higher-degree atrioventricular block.,,8124790,8124790_C022192_D054537,8124790_6,bcv_sentence_task_befree_474,,
1028,770956401,FALSE,finalized,5,8/15/2015 1:24,"



",no_relation,1,,D001262,Atenolol,D054537,atrioventricular block,Atenolol and alinidine significantly decreased the basic heart rate without causing more sinus arrest or higher-degree atrioventricular block.,,8124790,8124790_D001262_D054537,8124790_6,bcv_sentence_task_befree_475,,
1029,770956402,FALSE,finalized,5,8/14/2015 23:34,"



",no_relation,1,,D001262,Atenolol,D054138,sinus arrest,Atenolol and alinidine significantly decreased the basic heart rate without causing more sinus arrest or higher-degree atrioventricular block.,,8124790,8124790_D001262_D054138,8124790_6,bcv_sentence_task_befree_476,,
1030,770956403,FALSE,finalized,5,8/14/2015 22:29,"



",no_relation,1,,C022192,alinidine,D054138,sinus arrest,Atenolol and alinidine significantly decreased the basic heart rate without causing more sinus arrest or higher-degree atrioventricular block.,,8124790,8124790_C022192_D054138,8124790_6,bcv_sentence_task_befree_477,,
1031,770956404,FALSE,finalized,5,8/14/2015 20:22,"



",no_relation,0.6182,,D001262,atenolol,D001281,atrial fibrillation,The prevalence of atrial fibrillation in alinidine patients was lower than in the atenolol patients (P = .007) but not lower than in placebo patients (P = .11).,,8124790,8124790_D001262_D001281,8124790_7,bcv_sentence_task_befree_478,,
1032,770956405,FALSE,finalized,5,8/15/2015 1:06,"



",no_relation,0.6027,,C022192,alinidine,D001281,atrial fibrillation,The prevalence of atrial fibrillation in alinidine patients was lower than in the atenolol patients (P = .007) but not lower than in placebo patients (P = .11).,,8124790,8124790_C022192_D001281,8124790_7,bcv_sentence_task_befree_479,,
1033,770956406,FALSE,finalized,5,8/14/2015 22:14,"



",no_relation,0.8217,,D013498,Suramin,D009369,metastatic cancer,Suramin and serum insulin-like growth factor levels in metastatic cancer patients.,,8135485,8135485_D013498_D009369,8135485_0,bcv_sentence_task_befree_480,,
1034,770956407,FALSE,finalized,5,8/15/2015 0:59,"



",no_relation,1,,D013498,Suramin,D009369,tumors,"Suramin, a polysulphonated naphthylurea, inhibits the activity of several growth factors in in vitro experiments and clinical responses have been reported in human solid tumors.",,8135485,8135485_D013498_D009369,8135485_1,bcv_sentence_task_befree_481,,
1035,770956408,FALSE,finalized,5,8/14/2015 20:47,"



",no_relation,1,,D013498,suramin,D008175,lung cancer,"We decided to investigate the relationship between suramin treatment and serum levels of insulin-like growth factor I (IGF-I) and II (IGF-II) in advanced breast, prostate and lung cancer patients.",,8135485,8135485_D013498_D008175,8135485_2,bcv_sentence_task_befree_482,,
1036,770956409,FALSE,finalized,5,8/14/2015 20:47,"



",no_relation,1,,D013498,suramin,C564816,IGF,"We decided to investigate the relationship between suramin treatment and serum levels of insulin-like growth factor I (IGF-I) and II (IGF-II) in advanced breast, prostate and lung cancer patients.",,8135485,8135485_D013498_C564816,8135485_2,bcv_sentence_task_befree_483,,
1037,770956410,FALSE,finalized,5,8/15/2015 2:02,"



",no_relation,1,,D013498,suramin,C564816,IGF,A significant decline of IGF-I and IGF-II serum levels was demonstrated in suramin treated patients.,,8135485,8135485_D013498_C564816,8135485_4,bcv_sentence_task_befree_484,,
1038,770956411,FALSE,finalized,5,8/14/2015 23:19,"



",yes_direct,0.6052,,D013498,suramin,C564816,IGF,Our results suggest that suramin-induced IGF suppression could be one of the possible mechanisms of suramin action.,,8135485,8135485_D013498_C564816,8135485_5,bcv_sentence_task_befree_485,,
1039,770956412,FALSE,finalized,5,8/14/2015 20:29,"



",no_relation,0.6199,,D006513,HBeAg,D012075,Remission,Remission occurred within 6 months of clearing the antigen (HBeAg) in the majority of cases.,,8142208,8142208_D006513_D012075,8142208_7,bcv_sentence_task_befree_486,,
1040,770956413,FALSE,finalized,5,8/14/2015 20:57,"



",no_relation,1,,D006513,HBeAg,D011507,proteinuria,One had a reduction of proteinuria but remained HBeAg positive.,,8142208,8142208_D006513_D011507,8142208_11,bcv_sentence_task_befree_487,,
1041,770956414,FALSE,finalized,5,8/14/2015 21:48,"



",no_relation,1,,D014807,vitamin D,D051436,chronic renal diseases,The influence of UV irradiation on vitamin D metabolism in children with chronic renal diseases.,,8175280,8175280_D014807_D051436,8175280_0,bcv_sentence_task_befree_488,,
1042,770956415,FALSE,finalized,5,8/14/2015 23:38,"



",yes_direct,0.6118,,D014807,vitamin D,D002114,calcinosis,"One can obtain the same results also by oral vitamin D therapy, although we have to point out the danger of calcinosis and stone formation which the author could frequently demonstrate, but never after UV treatment.",,8175280,8175280_D014807_D002114,8175280_5,bcv_sentence_task_befree_489,,
1043,770956416,FALSE,finalized,5,8/14/2015 23:47,"



",no_relation,1,,D010716,phosphatidylinositol,D009101,MM,The MM cell lines contained significantly more hormone-stimulated phosphatidylinositol 3-kinase (PI 3-kinase) activity than the B-lymphoblastoid cell lines.,,8205537,8205537_D010716_D009101,8205537_10,bcv_sentence_task_befree_490,,
1044,770956417,FALSE,finalized,5,8/15/2015 0:42,"



",no_relation,1,,D005947,glucose,D009101,MM,Hormone-responsive glucose metabolism was also greater in the MM cell lines.,,8205537,8205537_D005947_D009101,8205537_12,bcv_sentence_task_befree_491,,
1045,770956418,FALSE,finalized,5,8/15/2015 0:58,"



",no_relation,1,,D013755,phorbol myristate acetate/PMA,D000163,AIDS/ARC/acquired immunodeficiency syndrome/AIDS-related complex,"Peripheral blood mononuclear cells from patients with the acquired immunodeficiency syndrome (AIDS), AIDS-related complex (ARC), and heterosexual controls were stimulated with anti-CD3 monoclonal antibody, phorbol myristate acetate (PMA), or both and 3H thymidine incorporation and IL-2 receptor (IL-2R alpha; CD25; Tac antigen) expression were measured.",,8209399,8209399_D013755_D000163,8209399_1,bcv_sentence_task_befree_492,,
1046,770956419,FALSE,finalized,5,8/14/2015 22:43,"



",no_relation,1,,D013755,PMA,D000163,AIDS/ARC,A significantly reduced DNA synthesis and CD25 expression was observed in both AIDS and ARC upon stimulation with anti-CD3 or PMA.,,8209399,8209399_D013755_D000163,8209399_3,bcv_sentence_task_befree_493,,
1047,770956420,FALSE,finalized,5,8/14/2015 23:45,"


It's 'anti-CD3 plus PMA stimulation' and not just 'PMA'
",no_relation,1,,D013755,PMA,D000163,AIDS/ARC,"Although, a significant synergism was observed with anti-CD3 plus PMA stimulation in both AIDS and ARC, and the responses were normalized to the levels of anti-CD3 or PMA response in normal control, the levels were significantly lower than those observed with anti-CD3 plus PMA in controls.",,8209399,8209399_D013755_D000163,8209399_4,bcv_sentence_task_befree_494,,
1048,770956421,FALSE,finalized,5,8/15/2015 0:39,"



",no_relation,0.7975,,D005947,glucose,D003924,NIDDM,"The rationale for combining insulin and oral drug therapy derives from a better understanding of the pathophysiology of NIDDM and of the mechanisms of action of the oral drugs available: 1) type 2 diabetic patients are both insulin-deficient and insulin-resistant, thus requiring quite high doses of exogenous insulin; 2) peripheral insulin delivery leads to hyperinsulinaemia which could play a role in the pathogenesis of late diabetic complications; 3) sulphonylureas stimulate insulin release directly into the portal vein and could also potentiate peripheral insulin action; and 4) metformin (by improving glucose metabolism and insulin sensitivity) and alpha-glucosidase inhibitors (by slowing down the digestion of complex carbohydrates and sucrose) are able to reduce the amounts of insulin needed to control postprandial hyperglycaemia.",,8212978,8212978_D005947_D003924,8212978_6,bcv_sentence_task_befree_495,,
1049,770956422,FALSE,finalized,5,8/14/2015 20:16,"



",no_relation,1,,D008687,metformin,D003924,NIDDM,"The rationale for combining insulin and oral drug therapy derives from a better understanding of the pathophysiology of NIDDM and of the mechanisms of action of the oral drugs available: 1) type 2 diabetic patients are both insulin-deficient and insulin-resistant, thus requiring quite high doses of exogenous insulin; 2) peripheral insulin delivery leads to hyperinsulinaemia which could play a role in the pathogenesis of late diabetic complications; 3) sulphonylureas stimulate insulin release directly into the portal vein and could also potentiate peripheral insulin action; and 4) metformin (by improving glucose metabolism and insulin sensitivity) and alpha-glucosidase inhibitors (by slowing down the digestion of complex carbohydrates and sucrose) are able to reduce the amounts of insulin needed to control postprandial hyperglycaemia.",,8212978,8212978_D008687_D003924,8212978_6,bcv_sentence_task_befree_496,,
1050,770956423,FALSE,finalized,5,8/14/2015 20:28,"



",no_relation,1,,D005947,glucose,D003929,diabetic,"The rationale for combining insulin and oral drug therapy derives from a better understanding of the pathophysiology of NIDDM and of the mechanisms of action of the oral drugs available: 1) type 2 diabetic patients are both insulin-deficient and insulin-resistant, thus requiring quite high doses of exogenous insulin; 2) peripheral insulin delivery leads to hyperinsulinaemia which could play a role in the pathogenesis of late diabetic complications; 3) sulphonylureas stimulate insulin release directly into the portal vein and could also potentiate peripheral insulin action; and 4) metformin (by improving glucose metabolism and insulin sensitivity) and alpha-glucosidase inhibitors (by slowing down the digestion of complex carbohydrates and sucrose) are able to reduce the amounts of insulin needed to control postprandial hyperglycaemia.",,8212978,8212978_D005947_D003929,8212978_6,bcv_sentence_task_befree_497,,
1051,770956424,FALSE,finalized,5,8/14/2015 23:48,"



",no_relation,0.788,,D002241,carbohydrates,D003929,diabetic,"The rationale for combining insulin and oral drug therapy derives from a better understanding of the pathophysiology of NIDDM and of the mechanisms of action of the oral drugs available: 1) type 2 diabetic patients are both insulin-deficient and insulin-resistant, thus requiring quite high doses of exogenous insulin; 2) peripheral insulin delivery leads to hyperinsulinaemia which could play a role in the pathogenesis of late diabetic complications; 3) sulphonylureas stimulate insulin release directly into the portal vein and could also potentiate peripheral insulin action; and 4) metformin (by improving glucose metabolism and insulin sensitivity) and alpha-glucosidase inhibitors (by slowing down the digestion of complex carbohydrates and sucrose) are able to reduce the amounts of insulin needed to control postprandial hyperglycaemia.",,8212978,8212978_D002241_D003929,8212978_6,bcv_sentence_task_befree_498,,
1052,770956425,FALSE,finalized,5,8/14/2015 20:10,"



",no_relation,1,,D013395,sucrose,D003929,diabetic,"The rationale for combining insulin and oral drug therapy derives from a better understanding of the pathophysiology of NIDDM and of the mechanisms of action of the oral drugs available: 1) type 2 diabetic patients are both insulin-deficient and insulin-resistant, thus requiring quite high doses of exogenous insulin; 2) peripheral insulin delivery leads to hyperinsulinaemia which could play a role in the pathogenesis of late diabetic complications; 3) sulphonylureas stimulate insulin release directly into the portal vein and could also potentiate peripheral insulin action; and 4) metformin (by improving glucose metabolism and insulin sensitivity) and alpha-glucosidase inhibitors (by slowing down the digestion of complex carbohydrates and sucrose) are able to reduce the amounts of insulin needed to control postprandial hyperglycaemia.",,8212978,8212978_D013395_D003929,8212978_6,bcv_sentence_task_befree_499,,
1053,770956426,FALSE,finalized,5,8/15/2015 2:39,"



",no_relation,1,,D013395,sucrose,D003924,NIDDM,"The rationale for combining insulin and oral drug therapy derives from a better understanding of the pathophysiology of NIDDM and of the mechanisms of action of the oral drugs available: 1) type 2 diabetic patients are both insulin-deficient and insulin-resistant, thus requiring quite high doses of exogenous insulin; 2) peripheral insulin delivery leads to hyperinsulinaemia which could play a role in the pathogenesis of late diabetic complications; 3) sulphonylureas stimulate insulin release directly into the portal vein and could also potentiate peripheral insulin action; and 4) metformin (by improving glucose metabolism and insulin sensitivity) and alpha-glucosidase inhibitors (by slowing down the digestion of complex carbohydrates and sucrose) are able to reduce the amounts of insulin needed to control postprandial hyperglycaemia.",,8212978,8212978_D013395_D003924,8212978_6,bcv_sentence_task_befree_500,,
1054,770956427,FALSE,finalized,5,8/15/2015 2:03,"



",no_relation,1,,D002241,carbohydrates,D003924,NIDDM,"The rationale for combining insulin and oral drug therapy derives from a better understanding of the pathophysiology of NIDDM and of the mechanisms of action of the oral drugs available: 1) type 2 diabetic patients are both insulin-deficient and insulin-resistant, thus requiring quite high doses of exogenous insulin; 2) peripheral insulin delivery leads to hyperinsulinaemia which could play a role in the pathogenesis of late diabetic complications; 3) sulphonylureas stimulate insulin release directly into the portal vein and could also potentiate peripheral insulin action; and 4) metformin (by improving glucose metabolism and insulin sensitivity) and alpha-glucosidase inhibitors (by slowing down the digestion of complex carbohydrates and sucrose) are able to reduce the amounts of insulin needed to control postprandial hyperglycaemia.",,8212978,8212978_D002241_D003924,8212978_6,bcv_sentence_task_befree_501,,
1055,770956428,FALSE,finalized,5,8/15/2015 0:03,"



",no_relation,1,,D008687,metformin,D003929,diabetic,"The rationale for combining insulin and oral drug therapy derives from a better understanding of the pathophysiology of NIDDM and of the mechanisms of action of the oral drugs available: 1) type 2 diabetic patients are both insulin-deficient and insulin-resistant, thus requiring quite high doses of exogenous insulin; 2) peripheral insulin delivery leads to hyperinsulinaemia which could play a role in the pathogenesis of late diabetic complications; 3) sulphonylureas stimulate insulin release directly into the portal vein and could also potentiate peripheral insulin action; and 4) metformin (by improving glucose metabolism and insulin sensitivity) and alpha-glucosidase inhibitors (by slowing down the digestion of complex carbohydrates and sucrose) are able to reduce the amounts of insulin needed to control postprandial hyperglycaemia.",,8212978,8212978_D008687_D003929,8212978_6,bcv_sentence_task_befree_502,,
1056,770956429,FALSE,finalized,5,8/14/2015 20:47,"



",no_relation,1,,D005947,glucose,D003924,NIDDM,"Numerous studies have shown that a combination of insulin and sulphonylurea is more effective than insulin alone in the treatment of patients with NIDDM after secondary failure to oral drugs, leading to better glucose profiles and/or decreased insulin needs.",,8212978,8212978_D005947_D003924,8212978_7,bcv_sentence_task_befree_503,,
1057,770956430,FALSE,finalized,5,8/15/2015 1:26,"



",no_relation,1,,D008687,metformin,D009765,obesity,Preliminary results suggested that insulin-metformin (when obesity is present) or insulin-acarbose (when post-prandial hyperglycaemia occurs) combinations might offer some favourable features for the treatment of NIDDM patients although these therapeutical approaches still require adequate evaluation in further controlled studies.,,8212978,8212978_D008687_D009765,8212978_9,bcv_sentence_task_befree_504,,
1058,770956431,FALSE,finalized,5,8/14/2015 23:16,"



",no_relation,1,,D020909,acarbose,D009765,obesity,Preliminary results suggested that insulin-metformin (when obesity is present) or insulin-acarbose (when post-prandial hyperglycaemia occurs) combinations might offer some favourable features for the treatment of NIDDM patients although these therapeutical approaches still require adequate evaluation in further controlled studies.,,8212978,8212978_D020909_D009765,8212978_9,bcv_sentence_task_befree_505,,
1059,770956432,FALSE,finalized,5,8/15/2015 0:51,"



",no_relation,1,,D020909,acarbose,D003924,NIDDM,Preliminary results suggested that insulin-metformin (when obesity is present) or insulin-acarbose (when post-prandial hyperglycaemia occurs) combinations might offer some favourable features for the treatment of NIDDM patients although these therapeutical approaches still require adequate evaluation in further controlled studies.,,8212978,8212978_D020909_D003924,8212978_9,bcv_sentence_task_befree_506,,
1060,770956433,FALSE,finalized,5,8/15/2015 2:12,"



",no_relation,1,,D008687,metformin,D003924,NIDDM,Preliminary results suggested that insulin-metformin (when obesity is present) or insulin-acarbose (when post-prandial hyperglycaemia occurs) combinations might offer some favourable features for the treatment of NIDDM patients although these therapeutical approaches still require adequate evaluation in further controlled studies.,,8212978,8212978_D008687_D003924,8212978_9,bcv_sentence_task_befree_507,,
1061,770956434,FALSE,finalized,5,8/15/2015 0:07,"



",no_relation,1,,D000212,acyclovir,D020804,varicella-zoster virus infections,Previous studies in immunocompetent hosts and normal adults have demonstrated the value of intravenous acyclovir in the treatment of varicella-zoster virus infections.,,8245900,8245900_D000212_D020804,8245900_2,bcv_sentence_task_befree_508,,
1062,770956435,FALSE,finalized,5,8/14/2015 20:16,"



",no_relation,1,,D000212,acyclovir,D002644,varicella,Oral acyclovir has also shown efficacy in both normal adults with zoster (shingles) and immunocompetent children with varicella.,,8245900,8245900_D000212_D002644,8245900_3,bcv_sentence_task_befree_509,,
1063,770956436,FALSE,finalized,5,8/14/2015 20:13,"



",no_relation,1,,D000212,acyclovir,D006562,shingles,Oral acyclovir has also shown efficacy in both normal adults with zoster (shingles) and immunocompetent children with varicella.,,8245900,8245900_D000212_D006562,8245900_3,bcv_sentence_task_befree_510,,
1064,770956437,FALSE,finalized,5,8/14/2015 22:28,"



",no_relation,1,,D000212,acyclovir,D002644,varicella,A recently completed double-blind placebo-controlled study of oral acyclovir in immunocompetent adults with uncomplicated varicella also demonstrated efficacy.,,8245900,8245900_D000212_D002644,8245900_4,bcv_sentence_task_befree_511,,
1065,770956438,FALSE,finalized,5,8/15/2015 2:31,"



",no_relation,1,,D000212,acyclovir,D002644,varicella pneumonia/varicella,Adults with complicated varicella (usually symptomatic varicella pneumonia) should receive intravenous acyclovir.,,8245900,8245900_D000212_D002644,8245900_8,bcv_sentence_task_befree_512,,
1066,770956439,FALSE,finalized,5,8/15/2015 1:27,"



",no_relation,1,,C031368,brovavir,D002644,varicella,Several new agents for varicella-zoster therapy are being evaluated; brovavir is a new agent currently being compared to placebo in the treatment of adult varicella.,,8245900,8245900_C031368_D002644,8245900_9,bcv_sentence_task_befree_513,,
1067,770956440,FALSE,finalized,5,8/15/2015 0:03,"



",no_relation,0.793,,D000082,paracetamol,D001172,rheumatoid arthritis,Additive effect of combined naproxen and paracetamol in rheumatoid arthritis.,,8252318,8252318_D000082_D001172,8252318_0,bcv_sentence_task_befree_514,,
1068,770956441,FALSE,finalized,5,8/14/2015 23:19,"



",no_relation,0.626,,D009288,naproxen,D001172,rheumatoid arthritis,Additive effect of combined naproxen and paracetamol in rheumatoid arthritis.,,8252318,8252318_D009288_D001172,8252318_0,bcv_sentence_task_befree_515,,
1069,770956442,FALSE,finalized,5,8/14/2015 22:26,"



",no_relation,1,,D000082,paracetamol/acetaminophen,D001172,RA,"The clinical effect and plasma naproxen levels were studied in 20 patients with RA receiving three doses of naproxen and two naproxen doses combined with paracetamol (acetaminophen) in a randomized, double-blind, comparison in five 2-wk treatment periods.",,8252318,8252318_D000082_D001172,8252318_1,bcv_sentence_task_befree_516,,
1070,770956443,FALSE,finalized,5,8/15/2015 0:35,"



",no_relation,1,,D009288,naproxen,D001172,RA,"The clinical effect and plasma naproxen levels were studied in 20 patients with RA receiving three doses of naproxen and two naproxen doses combined with paracetamol (acetaminophen) in a randomized, double-blind, comparison in five 2-wk treatment periods.",,8252318,8252318_D009288_D001172,8252318_1,bcv_sentence_task_befree_517,,
1071,770956444,FALSE,finalized,5,8/15/2015 1:02,"



",no_relation,0.818,,D000082,paracetamol,D001172,RA,The results show that the clinical effect of naproxen in RA may be significantly increased by concomitant paracetamol administration.,,8252318,8252318_D000082_D001172,8252318_6,bcv_sentence_task_befree_518,,
1072,770956445,FALSE,finalized,5,8/14/2015 23:37,"



",no_relation,1,,D009288,naproxen,D001172,RA,The results show that the clinical effect of naproxen in RA may be significantly increased by concomitant paracetamol administration.,,8252318,8252318_D009288_D001172,8252318_6,bcv_sentence_task_befree_519,,
1073,770956446,FALSE,finalized,5,8/15/2015 2:06,"



",no_relation,1,,D003401,creatine,D009203,acute myocardial infarction,"The latter complex, creatine kinase and cardiac troponin T, were measured in peripheral venous blood samples serially drawn in 39 patients with acute myocardial infarction.",,8259712,8259712_D003401_D009203,8259712_2,bcv_sentence_task_befree_520,,
1074,770956447,FALSE,finalized,5,8/15/2015 0:36,"



",no_relation,1,,D003401,Creatine,D009202,myocardial tissue injury,Creatine kinase activities and cardiac troponin T concentrations were used as markers of myocardial tissue injury.,,8259712,8259712_D003401_D009202,8259712_4,bcv_sentence_task_befree_521,,
1075,770956448,FALSE,finalized,5,8/15/2015 0:59,"



",yes_direct,0.6029,,D009638,norepinephrine,D006323,asystole,A 36-year-old male who experienced postexercise bradycardia and asystole had higher basal plasma norepinephrine (120 versus 68 +/- 6 pg/ml) and epinephrine (18 versus less than 10 pg/ml) but a similar vagal tone (vagal tone index of 5.44 versus 5.81 +/- 1.00 U) when compared with 6 closely matched subjects who underwent an uneventful stress test.,,8261477,8261477_D009638_D006323,8261477_2,bcv_sentence_task_befree_522,,
1076,770956449,FALSE,finalized,5,8/14/2015 20:23,"



",no_relation,0.7838,,D004837,epinephrine,D006323,asystole,A 36-year-old male who experienced postexercise bradycardia and asystole had higher basal plasma norepinephrine (120 versus 68 +/- 6 pg/ml) and epinephrine (18 versus less than 10 pg/ml) but a similar vagal tone (vagal tone index of 5.44 versus 5.81 +/- 1.00 U) when compared with 6 closely matched subjects who underwent an uneventful stress test.,,8261477,8261477_D004837_D006323,8261477_2,bcv_sentence_task_befree_523,,
1077,770956450,FALSE,finalized,5,8/14/2015 21:55,"



",no_relation,0.4181,,D009638,norepinephrine,D001919,bradycardia,A 36-year-old male who experienced postexercise bradycardia and asystole had higher basal plasma norepinephrine (120 versus 68 +/- 6 pg/ml) and epinephrine (18 versus less than 10 pg/ml) but a similar vagal tone (vagal tone index of 5.44 versus 5.81 +/- 1.00 U) when compared with 6 closely matched subjects who underwent an uneventful stress test.,,8261477,8261477_D009638_D001919,8261477_2,bcv_sentence_task_befree_524,,
1078,770956451,FALSE,finalized,5,8/14/2015 20:51,"



",no_relation,0.5815,,D004837,epinephrine,D001919,bradycardia,A 36-year-old male who experienced postexercise bradycardia and asystole had higher basal plasma norepinephrine (120 versus 68 +/- 6 pg/ml) and epinephrine (18 versus less than 10 pg/ml) but a similar vagal tone (vagal tone index of 5.44 versus 5.81 +/- 1.00 U) when compared with 6 closely matched subjects who underwent an uneventful stress test.,,8261477,8261477_D004837_D001919,8261477_2,bcv_sentence_task_befree_525,,
1079,770956452,FALSE,finalized,5,8/14/2015 22:09,"



",no_relation,0.806,,D011092,Polyethylene glycol,D002292,renal cell carcinoma,Polyethylene glycol conjugated interleukin-2: clinical and immunologic effects in patients with advanced renal cell carcinoma.,,8262734,8262734_D011092_D002292,8262734_0,bcv_sentence_task_befree_526,,
1080,770956453,FALSE,finalized,5,8/15/2015 1:31,"



",no_relation,1,,C028210,monomethoxypolyethylene glycol,D002292,renal cell carcinoma,Recombinant interleukin-2 (rIL-2) modified with monomethoxypolyethylene glycol (PEG IL-2) was utilized in patients with metastatic renal cell carcinoma in two separate multi-institutional trials.,,8262734,8262734_C028210_D002292,8262734_1,bcv_sentence_task_befree_527,,
1081,770956454,FALSE,finalized,5,8/15/2015 0:15,"



",no_relation,1,,D000728,Androgens,D011471,prostate cancer,Androgens regulate proliferation of human prostate cancer cells in culture by increasing transforming growth factor-alpha (TGF-alpha) and epidermal growth factor (EGF)/TGF-alpha receptor.,,8263129,8263129_D000728_D011471,8263129_0,bcv_sentence_task_befree_528,,
1082,770956455,FALSE,finalized,5,8/15/2015 1:49,"



",yes_direct,0.8154,,D000728,Androgens,D011471,prostate cancers,Androgens affect growth of the prostate gland and many prostate cancers.,,8263129,8263129_D000728_D011471,8263129_1,bcv_sentence_task_befree_529,,
1083,770956456,FALSE,finalized,5,8/15/2015 2:04,"



",no_relation,1,,D013739,testosterone,D011471,prostate cancer,"We examined the effects of 5 alpha-dihydrotestosterone (DHT) and testosterone (T), EGF, and EGF-alpha on cell proliferation and 3H-thymidine incorporation in an androgen-dependent human prostate cancer cell line, ALVA101, in serum-free medium.",,8263129,8263129_D013739_D011471,8263129_3,bcv_sentence_task_befree_530,,
1084,770956457,FALSE,finalized,5,8/14/2015 20:42,"



",no_relation,0.7906,,D000728,androgen,D011471,prostate cancer,"We examined the effects of 5 alpha-dihydrotestosterone (DHT) and testosterone (T), EGF, and EGF-alpha on cell proliferation and 3H-thymidine incorporation in an androgen-dependent human prostate cancer cell line, ALVA101, in serum-free medium.",,8263129,8263129_D000728_D011471,8263129_3,bcv_sentence_task_befree_531,,
1085,770956458,FALSE,finalized,5,8/14/2015 20:53,"



",no_relation,1,,D013196,5 alpha-dihydrotestosterone,D011471,prostate cancer,"We examined the effects of 5 alpha-dihydrotestosterone (DHT) and testosterone (T), EGF, and EGF-alpha on cell proliferation and 3H-thymidine incorporation in an androgen-dependent human prostate cancer cell line, ALVA101, in serum-free medium.",,8263129,8263129_D013196_D011471,8263129_3,bcv_sentence_task_befree_532,,
1086,770956459,FALSE,finalized,5,8/15/2015 1:58,"



",no_relation,1,,C055305,ginsenoside Rh2,D009369,ovarian cancer,Inhibitory effects by oral administration of ginsenoside Rh2 on the growth of human ovarian cancer cells in nude mice.,,8270603,8270603_C055305_D009369,8270603_0,bcv_sentence_task_befree_533,,
1087,770956460,FALSE,finalized,5,8/14/2015 22:22,"



",no_relation,1,,D002945,cisplatin/cis-diamminedichloroplatinum(II),D009369,tumor,After 7 days of tumor inoculation 2 mg/kg cis-diamminedichloroplatinum(II) (cisplatin) was administered intraperitoneally once a week for 5 weeks.,,8270603,8270603_D002945_D009369,8270603_5,bcv_sentence_task_befree_534,,
1088,770956461,FALSE,finalized,5,8/14/2015 20:44,"



",no_relation,1,,D000431,ethanol,D009369,tumor,"Rh2 was dissolved in absolute ethanol, adjusted with distilled water to 1, 15, and 120 microM, and 0.4 ml of each concentration was administered orally by canula every day for 90 days, from the next day of tumor inoculation.",,8270603,8270603_D000431_D009369,8270603_7,bcv_sentence_task_befree_535,,
1089,770956462,FALSE,finalized,5,8/15/2015 0:30,"



",no_relation,0.8103,,D000431,ethanol,D009369,tumor,"On days 56 and 63 after tumor inoculation, the tumor volumes in all groups treated with Rh2 were significantly less than those in an ethanol-treated control group and also in cisplatin treated group.",,8270603,8270603_D000431_D009369,8270603_9,bcv_sentence_task_befree_536,,
1090,770956463,FALSE,finalized,5,8/14/2015 23:24,"



",no_relation,0.8103,,D002945,cisplatin,D009369,tumor,"On days 56 and 63 after tumor inoculation, the tumor volumes in all groups treated with Rh2 were significantly less than those in an ethanol-treated control group and also in cisplatin treated group.",,8270603,8270603_D002945_D009369,8270603_9,bcv_sentence_task_befree_537,,
1091,770956464,FALSE,finalized,5,8/14/2015 23:40,"



",no_relation,1,,D002945,cisplatin,D009369,tumor,"After 70 days, the tumor growth in nude mice treated with 15 microM and 120 microM Rh2 was significantly inhibited compared to that in a cisplatin treated group as well as a control group.",,8270603,8270603_D002945_D009369,8270603_10,bcv_sentence_task_befree_538,,
1092,770956465,FALSE,finalized,5,8/14/2015 22:28,"



",no_relation,1,,D005473,fluoxetine,D009771,compulsive behavior disorder,Diagnosis and fluoxetine treatment of compulsive behavior disorder of adults with mental retardation.,,8292312,8292312_D005473_D009771,8292312_0,bcv_sentence_task_befree_539,,
1093,770956466,FALSE,finalized,5,8/15/2015 0:36,"



",no_relation,1,,D005473,fluoxetine,D008607,mental retardation,Diagnosis and fluoxetine treatment of compulsive behavior disorder of adults with mental retardation.,,8292312,8292312_D005473_D008607,8292312_0,bcv_sentence_task_befree_540,,
1094,770956467,FALSE,finalized,5,8/15/2015 2:47,"



",no_relation,1,,D005473,fluoxetine,D009771,compulsive behavior disorder,The behavior disorders of 10 subjects who met criteria for compulsive behavior disorder and 6 subjects who did not (comparison subjects) were treated using the medication fluoxetine.,,8292312,8292312_D005473_D009771,8292312_2,bcv_sentence_task_befree_541,,
1095,770956468,FALSE,finalized,5,8/15/2015 0:58,"



",no_relation,1,,D005473,fluoxetine,D009771,compulsive behavior disorder,Seven of the 10 subjects with compulsive behavior disorder responded favorably to fluoxetine treatment; none of the comparison subjects responded favorably to this medication.,,8292312,8292312_D005473_D009771,8292312_4,bcv_sentence_task_befree_542,,
